"Délibáb";"0825,1224"
"Delila";"1209"
"Delinke";"1110"
"Delmár"
"Deme";"1008,1026"
"Demény";"0428,0926,0927"
"Demeter";"1008,1026"
"Demetria";"0621"
"Demjén";"0926,0927"
"Dénes";"0406,0408,1009,1202,1226,1230"
"Dengizék"
"Dengizik"
"Deniel";"0721"
"Denissza";"0515,1206"
"Deniza";"0515,1206"
"Denton";"0926,0927"
"Denver";"0521,0701"
"Deodát";"0619,0620,0626,1108"
"Deodáta";"0620,0731"
"Derengő"
"Ders";"0325,1214"
"Dersike"
"Derzs";"0325,1214"
"Dés";"0523,1218"
"Detre";"0701,0709,0824,1215"
"Detti";"0218,0416"
"Deva";"0708"
"Déva"
"Dévald";"0521,0701"
"Devecser"
"Dezdemóna";"0618,1128"
"Dézi";"0523"
"Dezideráta";"0508"
"Dezmér"
"Dezsér";"0211,0523,0530,1115,1215,1218"
"Dezsider";"0211,0523,0530,1115,1215,1218"
"Dezső";"0211,0523,0530,1115,1215,1218"
"Diána";"0609,0610,0918"
"Dienes";"0406,0408,1009,1117,1202,1226,1230"
"Diké";"1001"
"Dimitrij"
"Dina";"0620,0812"
"Dioméd";"0329,0816,0911"
"Dionízia";"0515,1009,1206"
"Ditmár";"0102,0517"
"Ditta";"0506,0530,0629,0916"
"Ditte";"0206,0916"
"Dizavul"
"Dobogó"
"Doboka"
"Dókus";"0301,0626,1229,1230"
"Dolli";"0206"
"Dolóresz";"0618,0915"
"Doloróza";"0618,0915"
"Domán";"0309,0312,0808,1227"
"Domicella";"0512"
"Domicián";"0507"
"Dominik";"0309,0804,0808,1014"
"Dominika";"0706,0804"
"Dominka";"0706,0804"
"Domitilla";"0507,0512"
"Domokos";"0309,0804,0808,1014"
"Domonkos";"0309,0804,0808,1014"
"Domos";"0309,0804,0808,1014"
"Donald";"0209,0707"
"Donát";"0217,0707,0807"
"Donáta";"0707,0717,1231"
"Donatella";"0730,0807"
"Donátó";"0217,0707,0807"
"Donna";"0730"
"Dóra";"0206"
"Dórabella";"0206,0831"
"Doren";"0206,0902"
"Dorián";"0122,0919"
"Dorina";"0902"
"Dorinka";"0206,0902"
"Dorisz";"0428"
"Dorit";"0206"
"Dorka";"0206"
"Dorkás";"0206"
"Dormán";"0122,1130"
"Dormánd"
"Dormánka"
"Dorog"
"Dorotea";"0206"
"Doroti";"0206"
"Dorottya";"0206"
"Dorozsma"
"Dózsa";"0301,0626,1229,1230"
"Döme";"0804,0927,1025"
